Method,Path,Domain,Controller,OperationId,Auth,UI Usage
DELETE,/api/ai/model/{modelUuid},Internal / System APIs,AiModelController,deleteAiModelById,hasAuthority('TENANT_ADMIN'),ai-model.service.ts
POST,/api/ai/model/chat,Internal / System APIs,AiModelController,sendChatRequest,hasAuthority('TENANT_ADMIN'),ai-model.service.ts
POST,/api/alarm/{alarmId}/comment,Alarm Management,AlarmCommentController,saveAlarmComment,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",alarm-comment.service.ts
DELETE,/api/alarm/{alarmId}/comment/{commentId},Alarm Management,AlarmCommentController,deleteAlarmComment,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",alarm-comment.service.ts
GET,/api/alarm/{alarmId}/comment,Alarm Management,AlarmCommentController,getAlarmComments,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",alarm-comment.service.ts
GET,/api/queueStats,Internal / System APIs,QueueStatsController,getTenantQueueStats,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",
GET,/api/queueStats/{queueStatsId},Internal / System APIs,QueueStatsController,getQueueStatsById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",queue.service.ts
GET,/api/queueStats,Internal / System APIs,QueueStatsController,getQueueStatsByIdsV1,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",
GET,/api/queueStats/list,Internal / System APIs,QueueStatsController,getQueueStatsByIds,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",
GET,/api/alarm/{alarmId},Alarm Management,AlarmController,getAlarmById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","alarm.service.ts, alarm-rules.service.ts"
GET,/api/alarm/info/{alarmId},Alarm Management,AlarmController,getAlarmInfoById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",alarm.service.ts
POST,/api/alarm,Alarm Management,AlarmController,saveAlarm,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","alarm-comment.service.ts, alarm.service.ts, alarm-rules.service.ts"
DELETE,/api/alarm/{alarmId},Alarm Management,AlarmController,deleteAlarm,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","alarm-comment.service.ts, alarm.service.ts, alarm-rules.service.ts"
POST,/api/alarm/{alarmId}/ack,Alarm Management,AlarmController,ackAlarm,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",alarm.service.ts
POST,/api/alarm/{alarmId}/clear,Alarm Management,AlarmController,clearAlarm,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",alarm.service.ts
POST,/api/alarm/{alarmId}/assign/{assigneeId},Alarm Management,AlarmController,assignAlarm,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",alarm.service.ts
DELETE,/api/alarm/{alarmId}/assign,Alarm Management,AlarmController,unassignAlarm,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",alarm.service.ts
GET,/api/alarm/{entityType}/{entityId},Alarm Management,AlarmController,getAlarmsByEntity,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","alarm-comment.service.ts, alarm.service.ts, alarm-rules.service.ts"
GET,/api/alarms,Alarm Management,AlarmController,getAllAlarms,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",alarm.service.ts
GET,/api/v2/alarm/{entityType}/{entityId},Alarm Management,AlarmController,getAlarmsV2,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",alarm.service.ts
GET,/api/v2/alarms,Alarm Management,AlarmController,getAllAlarmsV2,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",alarm.service.ts
GET,/api/alarm/highestSeverity/{entityType}/{entityId},Alarm Management,AlarmController,getHighestAlarmSeverity,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",alarm.service.ts
GET,/api/alarm/types,Alarm Management,AlarmController,getAlarmTypes,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",alarm.service.ts
POST,/api/mobile/bundle,Mobile App,MobileAppBundleController,saveMobileAppBundle,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",mobile-app.service.ts
PUT,/api/mobile/bundle/{id}/oauth2Clients,Mobile App,MobileAppBundleController,updateMobileAppBundleOauth2Clients,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",mobile-app.service.ts
GET,/api/mobile/bundle/infos,Mobile App,MobileAppBundleController,getTenantMobileAppBundleInfos,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","mobile-app.service.ts, entity.service.ts"
GET,/api/mobile/bundle/info/{id},Mobile App,MobileAppBundleController,getMobileAppBundleInfoById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","mobile-app.service.ts, entity.service.ts"
DELETE,/api/mobile/bundle/{id},Mobile App,MobileAppBundleController,deleteMobileAppBundle,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",mobile-app.service.ts
GET,/api/job/{id},Internal / System APIs,JobController,getJobById,hasAnyAuthority('TENANT_ADMIN'),
GET,/api/jobs,Internal / System APIs,JobController,getJobs,hasAnyAuthority('TENANT_ADMIN'),
POST,/api/job/{id}/cancel,Internal / System APIs,JobController,cancelJob,hasAnyAuthority('TENANT_ADMIN'),
POST,/api/job/{id}/reprocess,Internal / System APIs,JobController,reprocessJob,hasAnyAuthority('TENANT_ADMIN'),
DELETE,/api/job/{id},Internal / System APIs,JobController,deleteJob,hasAnyAuthority('TENANT_ADMIN'),
GET,/api/tenantProfile/{tenantProfileId},Tenant / Customer,TenantProfileController,getTenantProfileById,hasAnyAuthority('SYS_ADMIN'),tenant-profile.service.ts
GET,/api/tenantProfileInfo/{tenantProfileId},Tenant / Customer,TenantProfileController,getTenantProfileInfoById,hasAnyAuthority('SYS_ADMIN'),tenant-profile.service.ts
GET,/api/tenantProfileInfo/default,Tenant / Customer,TenantProfileController,getDefaultTenantProfileInfo,hasAuthority('SYS_ADMIN'),tenant-profile.service.ts
POST,/api/tenantProfile,Tenant / Customer,TenantProfileController,saveTenantProfile,hasAuthority('SYS_ADMIN'),tenant-profile.service.ts
DELETE,/api/tenantProfile/{tenantProfileId},Tenant / Customer,TenantProfileController,deleteTenantProfile,hasAnyAuthority('SYS_ADMIN'),tenant-profile.service.ts
POST,/api/tenantProfile/{tenantProfileId}/default,Tenant / Customer,TenantProfileController,setDefaultTenantProfile,hasAuthority('SYS_ADMIN'),tenant-profile.service.ts
GET,/api/tenantProfiles,Tenant / Customer,TenantProfileController,getTenantProfiles,hasAuthority('SYS_ADMIN'),"entity.service.ts, tenant-profile.service.ts"
GET,/api/tenantProfileInfos,Tenant / Customer,TenantProfileController,getTenantProfileInfos,hasAuthority('SYS_ADMIN'),tenant-profile.service.ts
GET,/api/tenantProfiles,Tenant / Customer,TenantProfileController,getTenantProfilesByIds,hasAuthority('SYS_ADMIN'),"entity.service.ts, tenant-profile.service.ts"
GET,/api/tenantProfiles/list,Tenant / Customer,TenantProfileController,getTenantProfileList,hasAuthority('SYS_ADMIN'),
POST,/api/auth/2fa/verification/send,Authentication & Authorization,TwoFactorAuthController,requestTwoFaVerificationCode,hasAuthority('PRE_VERIFICATION_TOKEN'),two-factor-authentication.service.ts
POST,/api/auth/2fa/verification/check,Authentication & Authorization,TwoFactorAuthController,checkTwoFaVerificationCode,hasAuthority('PRE_VERIFICATION_TOKEN'),auth.service.ts
GET,/api/auth/2fa/providers,Authentication & Authorization,TwoFactorAuthController,getAvailableTwoFaProviderInfos,hasAuthority('PRE_VERIFICATION_TOKEN'),auth.service.ts
POST,/api/auth/2fa/login,Authentication & Authorization,TwoFactorAuthController,authenticateByTwoFaConfigurationToken,hasAuthority('MFA_CONFIGURATION_TOKEN'),
POST,/api/image,Files / Uploads,ImageController,uploadImage,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",image.service.ts
PUT,/,Files / Uploads,ImageController,updateImage,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","device.service.ts, event.service.ts, image.service.ts, entity-view.service.ts, asset.service.ts, device-profile.service.ts, entity.service.ts, dashboard.service.ts, edge.service.ts, auth.service.ts"
PUT,/,Files / Uploads,ImageController,updateImageInfo,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","device.service.ts, event.service.ts, image.service.ts, entity-view.service.ts, asset.service.ts, device-profile.service.ts, entity.service.ts, dashboard.service.ts, edge.service.ts, auth.service.ts"
PUT,/,Files / Uploads,ImageController,updateImagePublicStatus,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","device.service.ts, event.service.ts, image.service.ts, entity-view.service.ts, asset.service.ts, device-profile.service.ts, entity.service.ts, dashboard.service.ts, edge.service.ts, auth.service.ts"
GET,/,Files / Uploads,ImageController,downloadImage,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","device.service.ts, event.service.ts, image.service.ts, entity-view.service.ts, asset.service.ts, device-profile.service.ts, entity.service.ts, dashboard.service.ts, edge.service.ts, auth.service.ts"
GET,/api/images/public/{publicResourceKey},Files / Uploads,ImageController,downloadPublicImage,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",
GET,/,Files / Uploads,ImageController,exportImage,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","device.service.ts, event.service.ts, image.service.ts, entity-view.service.ts, asset.service.ts, device-profile.service.ts, entity.service.ts, dashboard.service.ts, edge.service.ts, auth.service.ts"
PUT,/api/image/import,Files / Uploads,ImageController,importImage,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",image.service.ts
GET,/,Files / Uploads,ImageController,downloadImagePreview,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","device.service.ts, event.service.ts, entity-view.service.ts, asset.service.ts, device-profile.service.ts, entity.service.ts, dashboard.service.ts, edge.service.ts, auth.service.ts"
GET,/,Files / Uploads,ImageController,getImageInfo,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","device.service.ts, event.service.ts, image.service.ts, entity-view.service.ts, asset.service.ts, device-profile.service.ts, entity.service.ts, dashboard.service.ts, edge.service.ts, auth.service.ts"
GET,/api/images,Files / Uploads,ImageController,getImages,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",image.service.ts
DELETE,/,Files / Uploads,ImageController,deleteImage,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","device.service.ts, event.service.ts, image.service.ts, entity-view.service.ts, asset.service.ts, device-profile.service.ts, entity.service.ts, dashboard.service.ts, edge.service.ts, auth.service.ts"
GET,/api/audit/logs/customer/{customerId},Internal / System APIs,AuditLogController,getAuditLogsByCustomerId,hasAuthority('TENANT_ADMIN'),audit-log.service.ts
GET,/api/audit/logs/user/{userId},Internal / System APIs,AuditLogController,getAuditLogsByUserId,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",audit-log.service.ts
GET,/api/audit/logs/entity/{entityType}/{entityId},Internal / System APIs,AuditLogController,getAuditLogsByEntityId,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",audit-log.service.ts
GET,/api/audit/logs,Internal / System APIs,AuditLogController,getAuditLogs,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",audit-log.service.ts
GET,/api/deviceProfile/{deviceProfileId},Device Management,DeviceProfileController,getDeviceProfileById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",device-profile.service.ts
GET,/api/deviceProfileInfo/{deviceProfileId},Device Management,DeviceProfileController,getDeviceProfileInfoById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",device-profile.service.ts
GET,/api/deviceProfileInfo/default,Device Management,DeviceProfileController,getDefaultDeviceProfileInfo,hasAnyAuthority('TENANT_ADMIN'),device-profile.service.ts
GET,/api/deviceProfile/devices/keys/timeseries,Device Management,DeviceProfileController,getDeviceProfileTimeseriesKeys,hasAnyAuthority('TENANT_ADMIN'),device-profile.service.ts
GET,/api/deviceProfile/devices/keys/attributes,Device Management,DeviceProfileController,getAttributesKeys,hasAuthority('TENANT_ADMIN'),device-profile.service.ts
POST,/api/deviceProfile,Device Management,DeviceProfileController,saveDeviceProfile,hasAuthority('TENANT_ADMIN'),device-profile.service.ts
DELETE,/api/deviceProfile/{deviceProfileId},Device Management,DeviceProfileController,deleteDeviceProfile,hasAnyAuthority('TENANT_ADMIN'),device-profile.service.ts
POST,/api/deviceProfile/{deviceProfileId}/default,Device Management,DeviceProfileController,setDefaultDeviceProfile,hasAuthority('TENANT_ADMIN'),device-profile.service.ts
GET,/api/deviceProfiles,Device Management,DeviceProfileController,getDeviceProfiles,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","entity.service.ts, device-profile.service.ts"
GET,/api/deviceProfileInfos,Device Management,DeviceProfileController,getDeviceProfileInfos,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","entity.service.ts, device-profile.service.ts"
GET,/api/deviceProfile/names,Device Management,DeviceProfileController,getDeviceProfileNames,hasAuthority('TENANT_ADMIN'),"entity.service.ts, device-profile.service.ts"
GET,/api/deviceProfileInfos,Device Management,DeviceProfileController,getDeviceProfileInfosByIdsV1,hasAuthority('TENANT_ADMIN'),
GET,/api/deviceProfileInfos/list,Device Management,DeviceProfileController,getDeviceProfileInfosByIds,hasAuthority('TENANT_ADMIN'),
GET,/api/user/{userId},User & Role Management,UserController,getUserById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","user-settings.service.ts, user.service.ts"
GET,/api/user/tokenAccessEnabled,User & Role Management,UserController,isUserTokenAccessEnabled,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",
GET,/api/user/{userId}/token,User & Role Management,UserController,getUserToken,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",auth.service.ts
POST,/api/user,User & Role Management,UserController,saveUser,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","user-settings.service.ts, user.service.ts"
POST,/api/user/sendActivationMail,User & Role Management,UserController,sendActivationEmail,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",user.service.ts
GET,/api/user/{userId}/activationLink,User & Role Management,UserController,getActivationLink,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",user.service.ts
GET,/api/user/{userId}/activationLinkInfo,User & Role Management,UserController,getActivationLinkInfo,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",user.service.ts
DELETE,/api/user/{userId},User & Role Management,UserController,deleteUser,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","auth.effects.ts, user-settings.service.ts, user.service.ts"
GET,/api/users,User & Role Management,UserController,getUsers,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","entity.service.ts, user.service.ts"
GET,/api/users/info,User & Role Management,UserController,findUsersByQuery,hasAuthority('SYS_ADMIN'),user.service.ts
GET,/api/tenant/{tenantId}/users,User & Role Management,UserController,getTenantAdmins,hasAuthority('TENANT_ADMIN'),user.service.ts
GET,/api/customer/{customerId}/users,User & Role Management,UserController,getCustomerUsers,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",user.service.ts
POST,/api/user/{userId}/userCredentialsEnabled,User & Role Management,UserController,setUserCredentialsEnabled,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",user.service.ts
GET,/api/users/assign/{alarmId},User & Role Management,UserController,getUsersForAssign,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",user.service.ts
POST,/api/user/settings,User & Role Management,UserController,saveUserSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",user-settings.service.ts
PUT,/api/user/settings,User & Role Management,UserController,putUserSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","auth.effects.ts, user-settings.service.ts"
PUT,/api/user/settings/general,User & Role Management,UserController,putGeneralUserSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/user/settings,User & Role Management,UserController,getUserSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",user-settings.service.ts
GET,/api/user/settings/general,User & Role Management,UserController,getGeneralUserSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
DELETE,/api/user/settings/{paths},User & Role Management,UserController,deleteGeneralUserSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",user-settings.service.ts
PUT,/api/user/settings/{type},User & Role Management,UserController,putUserSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","auth.effects.ts, user-settings.service.ts"
GET,/api/user/settings/{type},User & Role Management,UserController,getUserSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",user-settings.service.ts
DELETE,/api/user/settings/{type}/{paths},User & Role Management,UserController,deleteUserSettingsByType,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/user/dashboards,User & Role Management,UserController,getUserDashboardsInfo,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",user-settings.service.ts
GET,/api/user/lastVisitedDashboards,User & Role Management,UserController,getLastVisitedDashboards,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/user/dashboards/{dashboardId}/{action},User & Role Management,UserController,reportUserDashboardAction,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",user-settings.service.ts
GET,/api/user/mobile/session,User & Role Management,UserController,getMobileSession,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
POST,/api/user/mobile/session,User & Role Management,UserController,saveMobileSession,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
DELETE,/api/user/mobile/session,User & Role Management,UserController,removeMobileSession,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/users,User & Role Management,UserController,getUsersByIdsV1,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/users/list,User & Role Management,UserController,getUsersByIds,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","entity.service.ts, user.service.ts"
GET,/api/component/{componentDescriptorClazz:.+},Internal / System APIs,ComponentDescriptorController,getComponentDescriptorByClazz,"hasAnyAuthority('SYS_ADMIN','TENANT_ADMIN')",component-descriptor.service.ts
GET,/api/components/{componentType},Internal / System APIs,ComponentDescriptorController,getComponentDescriptorsByType,"hasAnyAuthority('SYS_ADMIN','TENANT_ADMIN')","component-descriptor.service.ts, rule-chain.service.ts"
GET,/api/components,Internal / System APIs,ComponentDescriptorController,getComponentDescriptorsByTypes,"hasAnyAuthority('SYS_ADMIN','TENANT_ADMIN')","component-descriptor.service.ts, rule-chain.service.ts"
POST,/oneway/{deviceId}/oneway/{deviceId},Internal / System APIs,RpcV1Controller,handleOneWayDeviceRPCRequestV1,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
POST,/oneway/{deviceId}/twoway/{deviceId},Internal / System APIs,RpcV1Controller,handleTwoWayDeviceRPCRequestV1,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/assetProfile/{assetProfileId},Asset Management,AssetProfileController,getAssetProfileById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",asset-profile.service.ts
GET,/api/assetProfileInfo/{assetProfileId},Asset Management,AssetProfileController,getAssetProfileInfoById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",asset-profile.service.ts
GET,/api/assetProfileInfo/default,Asset Management,AssetProfileController,getDefaultAssetProfileInfo,hasAuthority('TENANT_ADMIN'),asset-profile.service.ts
POST,/api/assetProfile,Asset Management,AssetProfileController,saveAssetProfile,hasAuthority('TENANT_ADMIN'),asset-profile.service.ts
DELETE,/api/assetProfile/{assetProfileId},Asset Management,AssetProfileController,deleteAssetProfile,hasAnyAuthority('TENANT_ADMIN'),asset-profile.service.ts
POST,/api/assetProfile/{assetProfileId}/default,Asset Management,AssetProfileController,setDefaultAssetProfile,hasAuthority('TENANT_ADMIN'),asset-profile.service.ts
GET,/api/assetProfiles,Asset Management,AssetProfileController,getAssetProfiles,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","entity.service.ts, asset-profile.service.ts"
GET,/api/assetProfileInfos,Asset Management,AssetProfileController,getAssetProfileInfos,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","entity.service.ts, asset-profile.service.ts"
GET,/api/assetProfile/names,Asset Management,AssetProfileController,getAssetProfileNames,hasAuthority('TENANT_ADMIN'),"entity.service.ts, asset-profile.service.ts"
GET,/api/assetProfileInfos,Asset Management,AssetProfileController,getAssetProfilesByIdsV1,hasAuthority('TENANT_ADMIN'),
GET,/api/assetProfileInfos/list,Asset Management,AssetProfileController,getAssetProfilesByIds,hasAuthority('TENANT_ADMIN'),"entity.service.ts, asset-profile.service.ts"
GET,/api/uiSettings/helpBaseUrl,Admin / Settings,UiSettingsController,getHelpBaseUrl,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",ui-settings.service.ts
GET,/api/queues,Internal / System APIs,QueueController,getTenantQueuesByServiceType,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",queue.service.ts
GET,/api/queues/{queueId},Internal / System APIs,QueueController,getQueueById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","queue.service.ts, entity.service.ts"
GET,/api/queues/name/{queueName},Internal / System APIs,QueueController,getQueueByName,hasAnyAuthority('SYS_ADMIN'),queue.service.ts
POST,/api/queues,Internal / System APIs,QueueController,saveQueue,hasAnyAuthority('SYS_ADMIN'),queue.service.ts
DELETE,/api/queues/{queueId},Internal / System APIs,QueueController,deleteQueue,hasAnyAuthority('SYS_ADMIN'),queue.service.ts
GET,/api/ruleChain/{ruleChainId},Rule Engine,RuleChainController,getRuleChainById,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
GET,/api/ruleChain/{ruleChainId}/output/labels,Rule Engine,RuleChainController,getRuleChainOutputLabels,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
GET,/api/ruleChain/{ruleChainId}/output/labels/usage,Rule Engine,RuleChainController,getRuleChainOutputLabelsUsage,hasAuthority('TENANT_ADMIN'),
GET,/api/ruleChain/{ruleChainId}/metadata,Rule Engine,RuleChainController,getRuleChainMetaData,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
POST,/api/ruleChain,Rule Engine,RuleChainController,saveRuleChain,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
POST,/api/ruleChain/device/default,Rule Engine,RuleChainController,setDeviceDefaultRuleChain,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
POST,/api/ruleChain/{ruleChainId}/root,Rule Engine,RuleChainController,setRootRuleChain,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
POST,/api/ruleChain/metadata,Rule Engine,RuleChainController,saveRuleChainMetaData,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
GET,/api/ruleChains,Rule Engine,RuleChainController,getRuleChains,hasAuthority('TENANT_ADMIN'),"entity.service.ts, rule-chain.service.ts"
DELETE,/api/ruleChain/{ruleChainId},Rule Engine,RuleChainController,deleteRuleChain,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
GET,/api/ruleNode/{ruleNodeId}/debugIn,Rule Engine,RuleChainController,getLatestRuleNodeDebugInput,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
GET,/api/ruleChain/tbelEnabled,Rule Engine,RuleChainController,isTbelEnabled,hasAuthority('TENANT_ADMIN'),
POST,/api/ruleChain/testScript,Rule Engine,RuleChainController,testRuleChainScript,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
GET,/api/ruleChains/export,Rule Engine,RuleChainController,exportRuleChains,hasAuthority('TENANT_ADMIN'),
POST,/api/ruleChains/import,Rule Engine,RuleChainController,importRuleChains,hasAuthority('TENANT_ADMIN'),
POST,/api/edge/{edgeId}/ruleChain/{ruleChainId},Rule Engine,RuleChainController,assignRuleChainToEdge,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
DELETE,/api/edge/{edgeId}/ruleChain/{ruleChainId},Rule Engine,RuleChainController,unassignRuleChainFromEdge,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
GET,/api/edge/{edgeId}/ruleChains,Rule Engine,RuleChainController,getEdgeRuleChains,hasAuthority('TENANT_ADMIN'),"entity.service.ts, rule-chain.service.ts"
POST,/api/ruleChain/{ruleChainId}/edgeTemplateRoot,Rule Engine,RuleChainController,setEdgeTemplateRootRuleChain,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
POST,/api/ruleChain/{ruleChainId}/autoAssignToEdge,Rule Engine,RuleChainController,setAutoAssignToEdgeRuleChain,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
DELETE,/api/ruleChain/{ruleChainId}/autoAssignToEdge,Rule Engine,RuleChainController,unsetAutoAssignToEdgeRuleChain,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
GET,/api/ruleChain/autoAssignToEdgeRuleChains,Rule Engine,RuleChainController,getAutoAssignToEdgeRuleChains,hasAuthority('TENANT_ADMIN'),rule-chain.service.ts
GET,/api/ruleChains,Rule Engine,RuleChainController,getRuleChainsByIdsV1,hasAuthority('TENANT_ADMIN'),
GET,/api/ruleChains/list,Rule Engine,RuleChainController,getRuleChainsByIds,hasAuthority('TENANT_ADMIN'),"entity.service.ts, rule-chain.service.ts"
GET,/api/device/{deviceId},Device Management,DeviceController,getDeviceById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",device.service.ts
GET,/api/device/info/{deviceId},Device Management,DeviceController,getDeviceInfoById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",device.service.ts
POST,/api/device,Device Management,DeviceController,saveDevice,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","device.service.ts, entity.service.ts, device-profile.service.ts"
POST,/api/device-with-credentials,Device Management,DeviceController,saveDeviceWithCredentials,hasAuthority('TENANT_ADMIN'),device.service.ts
DELETE,/api/device/{deviceId},Device Management,DeviceController,deleteDevice,hasAuthority('TENANT_ADMIN'),"device.service.ts, device-profile.service.ts"
POST,/api/customer/{customerId}/device/{deviceId},Device Management,DeviceController,assignDeviceToCustomer,hasAuthority('TENANT_ADMIN'),device.service.ts
DELETE,/api/customer/device/{deviceId},Device Management,DeviceController,unassignDeviceFromCustomer,hasAuthority('TENANT_ADMIN'),device.service.ts
POST,/api/customer/public/device/{deviceId},Device Management,DeviceController,assignDeviceToPublicCustomer,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",device.service.ts
GET,/api/device/{deviceId}/credentials,Device Management,DeviceController,getDeviceCredentialsByDeviceId,hasAuthority('TENANT_ADMIN'),device.service.ts
POST,/api/device/credentials,Device Management,DeviceController,updateDeviceCredentials,hasAuthority('TENANT_ADMIN'),device.service.ts
